id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths
1433552,Market of Choice,Market of Choice #4,930964788,1300 Biddle Rd,Medford,OR,97504,445110, Grocery stores ,100,159915,1,0
1433553,Liberty Fire Protection District,Liberty Fire Protection District,371240455,607 Talbot  ,Liberty,IL,62347,922160," Fire departments (e.g., government, volunteer (except private)) ",16,2336,2,0
1433554,Market of Choice,Market of Choice Store #6,930964788,1060 Green Acres Rd,Eugene,OR,97408,445110, Grocery stores ,137,198045,1,0
1433555,Emmerson Construction Inc,Corporate Office,330023387,6339 Paseo Del Lago,Carlsbad,CA,92011,236116," Low income housing, multifamily, construction general contractors ",35,63543,2,0
1433556,Pedigo Products Inc,Pedigo Products Inc,952058774,4000 SE Columbia Way,Vancouver,WA,98661,339113," Drapes, surgical, disposable, manufacturing ",138,275453,1,0
1433557,Community Interface Services,Community Interface services,953818176,2621 Roosevelt Street,Carlsbad,CA,92008,624120," Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities ",252,440686,1,0
1433558,"Tacoma Screw Products, Inc","Tacoma Screw Products, Inc",910817885,2001 Center Street,Tacoma,WA,98409,444130, Hardware stores ,340,650326,1,0
1433559,"Davis Brothers Construction, Inc",Davis Brothers Construction Inc,205476698,1117 Ky. Rt. 850,David,KY,41616,237120," Compressor, metering and pumping station, gas and oil pipeline, construction ",29,48709,2,0
1433560,Schneider Electric,SE Columbia MO,362440683,4800 Paris Rd,Columbia,MO,65202,335313," Circuit breakers, power, manufacturing ",348,611320,1,0
1433561,Diesel Forward,Diesel Forward,391186840,6167 Pepsi Way,Windsor,WI,53598,423120," Automotive parts, new, merchant wholesalers ",159,280166,1,0
1433562,Diesel Forward,Diesel Forward - Denver,391186840,6301 North Broadway,Denver,CO,80216,423120," Automotive parts, new, merchant wholesalers ",21,39181,2,0
1433563,"Arko Veal, Inc.","Arko Veal, Inc.",582392478,406 Main Street,Forest Park,GA,30297,424470, Fresh meats merchant wholesalers ,62,99928,1,0
1433564,Northeast Agri Systems Inc,Northeast Agri Systems Inc,61073734,139A West Airport Rd,Lititz,PA,17543,236220,Farm equipment construction and sales,47,97702,1,0
1433565,Acme Bread Company Division Three,Acme Bread Company Ferry Building,943228004,1 Ferry Building Shop #15,San Francisco,CA,94111,311812," Croissants, baking, made in commercial bakeries ",18,40639,2,0
1433566,F.A.E DISTRIBUTORS INC,F.A.E DISTRIBUTORS INC,841734168,P.O. BOX 501,PARK FOREST,IL,60466,492210," Delivery service (except as part of intercity carrier network, U.S. Postal Service) ",52,83963,1,0
1433567,"The Plank Companies, Inc",Speed Shore Corporation,741672412,3330 S Sam Houston Parkway E,Houston,TX,77047,333120, Construction machinery manufacturing ,85,226821,1,0
1433568,Gustafson Logging Co.,Gustafson Logging Co.,930835362,90424 M and M Rd,Astoria,OR,97103,113310, Logging ,16,27681,1,0
1433569,"Arch Wood Protection, Inc.",Conley Plant,251589161,1579 Koppers Road,Conley,GA,30288,325320, Arsenate insecticides manufacturing ,74,166188,1,0
1433570,"Arch Wood Protection, Inc.",Conley Tech Center,251589161,3941 Bonsal Rd,Conley,GA,30288,325320, Insecticides manufacturing ,44,95795,2,0
1433571,,Overhead Door Company of Harrisburg-York,521212124,576 Grandview Drive,Lewisberry,PA,17339,238290," Garage door, commercial- or industrial-type, installation ",25,54448,2,0
1433572,"Overhead Door Company of Washington, DC","Overhead Door Company of Washington, DC",521415930,6841 DISTRIBUTION DR,BELTSVILLE,MD,20705,238290," Garage door, commercial- or industrial-type, installation ",98,218731,1,0
1433573,"Overhead Door Company of Washington, DC Northern Virginia ","Overhead Door Company of Washington, DC Northern VA",520975643,8641 Virginia Meadows Drive,Manassas,VA,20109,238290," Garage door, commercial- or industrial-type, installation ",28,59731,2,0
1433574,Northcentral Electric Cooperative,Northcentral Electric Cooperative,640300045,4600 Northcentral Way,Olive Branch,MS,38654,221122, Electric power distribution systems ,110,197324,1,0
1433575,,Proline Concrete Construction,383218838,"4185 Proline Court, Ste A.",Dorr,MI,49323,238110, Concrete finishing ,36,64755,2,0
1433576,International Paper,International Paper Three Rivers,130872805,1321 Third Street,Three Rivers,MI,49093,322211," Boxes, corrugated and solid fiber, made from purchased paper or paperboard ",119,253778,1,0
1433577,Dakota Creek Industries Inc.,Dakota Creek Industries Inc.,910940429,820 4th Street,Anacortes,WA,98221,336611," Shipyard (i.e., facility capable of building ships) ",267,528578,1,0
1433578,International Paper,International Paper Crawfordsville,130872805,801 N Englewood Drive,Crawfordsville,IN,47933,322211, Corrugated and solid fiber boxes made from purchased paper or paperboard ,106,230907,1,0
1433579,International Paper,International Paper Midwest Sheets,130872805,815 Industrial Drive,Tipton,IN,46072,322211, Corrugated paper made from purchased paper or paperboard ,82,173431,1,0
1433580,Scotts Miracle-Gro,"Scotts Fort Madison, IA",,1910 48th Street,Fort Madison,IA,52627,325320, Pesticides manufacturing ,360,849876,1,0
1433581,"Strick Trailers, LLC","Strick Trailers, LLC",,301 North Polk Street ,Monroe,IN,46772,336212, Semi-trailer manufacturing ,172,348669,1,0
1433582,"Spartech,LLC",Spartech,,925 West Gasser Road,Paulding,OH,45879,326113, Cellulosic plastics film and unlaminated sheet (except packaging) manufacturing ,102,237592,1,0
1433583,MRI,"Master Rig International, LLLP",202691740,6400 Romona Boulevard,Houston,TX,77086,423830, Oil well machinery and equipment merchant wholesalers ,29,56618,2,0
1433584,Eleet Cryogenics Inc.,Eleet Cryogenics Inc.,,11132 Industrial Parkway NW,Bolivar,OH,44612,332420," Cryogenic tanks, heavy gauge metal, manufacturing ",67,141667,2,0
1433585,TIMET,TIMET-Morgantown,135630895,900 Hemlock Road,Morgantown,PA,19543,331492," Nonferrous metals (except aluminum, copper) secondary smelting and refining ",193,378539,2,0
1433586,Lake Erie Electric Inc,Lake Erie Technologies Inc,454643976,12763 Middleton Pike,Bowling Green,OH,43402,238210, Electrical wiring contractors ,27,42948,1,0
1433587,ALMETEK INDUSTRIES INC,ALMETEK INDUSTRIES INC,132808382,2 JOY DRIVE,Hackettstown,NJ,7840,332119," Closures, metal, stamping ",68,119067,1,0
1433588,Lake Erie Electric Inc,Lake Erie Electric of Toledo Inc,341657407,12763 Middleton Pike,Bowling Green,OH,43402,238210, Electrical contractors ,103,176162,2,0
1433589,Lake Erie Electric Inc,Lake Erie Electric of Michigan Inc,341487133,20800 Chelsey Drive,Farmington,MI,48336,238210, Electrical contractors ,61,99235,2,0
1433590,Lake Erie Electric Inc,Lake Erie Electric - Cleveland Division,,25730 First Street,Westlake,OH,44145,238210, Electrical contractors ,192,389562,1,0
1433591,"Pioneer Construction Company, Inc.","Pioneer Construction Company, Inc.",232863784,3298 Lake Ariel Highway,Honesdale,PA,18431,238910," Aerial or picker truck, construction, rental with operator ",128,311895,1,0
1433592,Walnut Custom Components,Walnut Custom Components,463807870,300 Wyanet Road - P O Box 605,Walnut,IL,61376,321992," Sections, prefabricated wood building, manufacturing ",33,62354,2,0
1433593,"H P M INDUSTRIES INC, DBA Atlas Pressed Metals",Atlas Pressed Metals,251372569,125 Tom Mix Drive,DuBois,PA,15801,332117, Powder metallurgy products manufactured on a job or order basis ,100,208000,2,0
1433594,Expeditors Intl of Washington,Expeditors International of Washington - STL,911069248,610 Lambert Pointe Drive,Hazelwood,MO,63301,493110, General warehousing and storage ,34,64554,2,0
1433595,Dover Fueling Solutions,Wayne Fueling Systems,,3814 Jarrett Way,Austin,TX,78728,333913," Dispensing and measuring pumps (e.g., gasoline, lubricants) manufacturing ",800,1551690,1,0
1433596,"Express Technologies, Inc",Corporate,450471633,"1127 International Parkway, Suite 293",Fredericksburg,VA,22406,237130, Fiber optic cable transmission line construction ,79,158439,1,0
1433597,"Elmo Carter Construction Co., INC","Elmo Carter construction Co., INC",621758276,130 Industrial Ave,Cedartown,GA,30125,237130," Utility line (i.e., communication, electric power), construction ",36,56377,2,0
1433598,DFS-FMS,OPW Fueling Management Systems,,6900 Santa Fe Drive,Hodgkins,IL,60525,334513," Viscosimeters, industrial process-type, manufacturing ",83,150986,2,0
1433599,Lake Beverage,Lake Beverage,160717088,900 John St,West Henrietta,NY,14586,424810, Beer merchant wholesalers ,160,291770,1,0
1433600,Bozzuto's Inc.,Bozzuto's Inc.,60606469,275 School House Road,Cheshire,CT,6410,424410, General-line groceries merchant wholesalers ,1606,3414713,1,0
1433601,DFS-AvaLan,AvaLan,,"127 Jetplex Circle, Suite A",Madison,AL,35758,334418, Loaded computer boards manufacturing ,25,71782,2,0
1433602,"Carbon Green BioEnergy, LLC","Carbon Green BioEnergy, LLC",264395680,7795 Saddlebag Lake Road,Lake Odessa,MI,48849,325193, Denatured alcohol manufacturing ,38,79492,1,0
1433603,Lanxess,Starpointe,,8 Morgan Rd,Burgettstown,PA,15021,327390," Concrete products, precast (except block, brick and pipe), manufacturing ",20,41600,2,0
1433604,Phillips Brothers Construction,Phillips Brothers Construction,611436705,120 Insanity Lane,"Vine Grove, Ky 40175",KY,40175,237110, Sanitary sewer construction ,59,116580,1,0
1433605,Emerson Electric,Ridge Tool,340676909,400 Clark Street,Elyria,OH,44035,333517, Sheet metal forming machines manufacturing ,611,1354764,1,0
1433606,Arban & Carosi Inc.,Arban and Carosi Inc.,540499526,13800 Dawson Beach Road,Woodbridge,VA,22191,238120," Precast concrete panel, slab, or form installation ",155,386827,1,0
1433607,Leed Selling Tools,Leed Selling Tools,352086591,5312 W. Center Street,Ireland,IN,47545,323120, Book binding shops ,164,325498,1,0
1433608,Dolan Construction Inc.,Dolan Construction Inc.,232039133,401 S 13th Street,Reading,PA,19602,236220," Addition, alteration and renovation general contractors, commercial and institutional building ",27,50459,2,0
1433609,Environmental Landscape Design,Environmental Landscape Design,223513087,"2040 Route 35, Suite 4",Wall,NJ,7719,561730, Landscape care and maintenance services ,110,190400,1,0
1433610,Dentsply Sirona,Dentsply Sirona Implants North America ,43122933,590 Lincoln Street ,Waltham,MA,2451,339116," Teeth, custom made in dental laboratories ",175,364000,1,0
1433611,,"Visual Display Innovations, Inc.",,6402 Deere Rd.,Syracuse,NY,13206,423440, Store fixtures (except refrigerated) merchant wholesalers ,24,39967,2,0
1433612,Pennsylvania Bedding Inc.,Pennsylvania Bedding Inc.,231893467,301 First Street,OLd Forge,PA,18518,337910," Mattresses (i.e., box spring, innerspring, noninnerspring) manufacturing ",33,73280,1,0
1433613,"Infinite Glass and Metal, Inc.","Infinite Glass and Metal, Inc.",204461508,568 Commerce Street,Franklin Lakes,NJ,7417,238150," Curtain wall, glass, installation ",42,60733,2,0
1433614,FACTORY MOTOR PARTS LOC 76,FACTORY MOTOR PARTS LOC 76,410639421,8459 MURPHY DRIVE,MIDDLETON,WI,53532,423120," Motor vehicle parts and accessories, new, merchant wholesalers ",5,9360,2,0
1433615,Gulf Companies,Gulf Interstate Engineering/Gulf Interstate Field Services,,16010 Barkers Point Ln Suite 600,Houston,TX,77079,237120," Construction management, oil and gas pipeline ",770,1855389,1,0
1433616,Hughes Brothers Construction Inc,HBC Walker Road,300715911,948 Walker Rd,Wildwood,FL,34785,237110," Distribution line, sewer and water, construction ",285,742777,1,0
1433617,POET,POET Biorefining-Glenville,471245840,15300 780th Ave,Albert Lea,MN,56007,325193, Denatured alcohol manufacturing ,42,87056,1,0
1433618,"Ground Penetrating Radar Systems, LLC","Ground Penetrating Radar Systems, LLC",311803412,5217 Monroe St.,Toledo,OH,43623,561990, Locating underground utility lines prior to digging ,480,1000065,1,0
1433619,"Washington Electric Coop., Inc.","Washington Electric Coop., Inc.",,440 Highland Ridge Rd,Marietta,OH,45715,221122, Distribution of electric power ,28,54125,1,0
1433620,Elkhart Plating Corp,Elkhart Plating ,351669932,1913 14th Street,Elkhart ,IN,46516,332813, Electroplating metals and formed products for the trade ,28,70010,1,0
1433621,Metal X,Metal X Auburn,832981885,1101 Oren Dr.,Auburn,IN,46706,423930," Recyclable materials (e.g., glass, metal, paper) merchant wholesalers ",54,94662,1,0
1433622,Metal X ,Metal X Delta West,832981885,7300 State Hwy 109,Delta,OH,43515,423930," Recyclable materials (e.g., glass, metal, paper) merchant wholesalers ",49,113911,1,0
1433623,Metal X LLC,Metal X Waterloo,832981885,295 S. Commerce Drive,Waterloo,IN,46793,423930," Scrap materials (e.g., automotive, industrial)  merchant wholesalers ",114,263118,1,0
1433624,Firelands Electric Inc.,Firelands Electric Inc ,341905946,7495 Industrial Drive,Lorain,OH,44053,238210, Electrical contractors ,110,150925,1,0
1433625,"Mercer Rubber Co., Inc.","Mercer Rubber Co., Inc.",230867557,110 benigno blvd.,bellmawr,NJ,8031,339991, Gaskets manufacturing ,21,31822,1,0
1433626,River Birch LLC,River Birch,,2000 South Kenner Road,Avondale,LA,70094,562212, Landfills ,127,326788,1,0
1433627,"Salsbery Brothers Landscaping, Inc. ","Salsbery Brothers Landscaping, Inc. ",,4317 East 146th Street,Carmel,IN,46033,561730, Landscape care and maintenance services ,61,161160,1,0
1433628,Rack Processing Michigan LLC,Rack Processing Michigan,205243731,3513 Lousma Drive SW,Wyoming,MI,49548,332812, Coating of metal and metal products with plastics for the trade ,22,39258,1,0
1433629,"Yonkers Contracting Company, Inc.",YCC,132981331,969 Midland Ave,Yonkers,NY,10704,237310," Construction management, highway, road, street and bridge ",330,695973,1,0
1433630,Bancroft Bag ,Bancroft Bag Inc,720375151,425 Bancroft Blvd,West Monroe,LA,71292,322220," Bags, coated paper, made from purchased paper ",318,785524,1,0
1433631,Interfor,Interfor,,1830 golden Isles Hwy E,Baxley,GA,31513,321113," Beams, wood, made from logs or bolts ",178,410890,1,0
1433632,"Rack Processing Company, Inc.",Rack Processing Dayton,310535048,2350 Arbor Blvd,Dayton,OH,45439,332812, Coating of metal and metal products with plastics for the trade ,52,101968,1,0
1433633,Lake Erie Electric Inc,Lake Erie Electric - Corporate,341536829,25730 First Street,Westlake,OH,44145,238210, Electric contracting ,21,39390,2,0
1433634,Pratt (Jet Corr) LLC,Pratt (Jet Corr) LLC,581652905,1515 Baker Road,Springfield,OH,45504,322211," Boxes, corrugated and solid fiber, made from purchased paper or paperboard ",124,251013,1,0
1433635,COMPU DYNAMICS LLC,COMPU DYNAMICS LLC,421548326,22446 Davis Dr,Sterling,VA,20164,236115,Technology,101,187749,1,0
1433636,"Leonard's Express, Inc", DE,161595778,405 Roger Rd,New Castle ,DE,19770,484110," Container trucking services, local ",140,434340,1,0
1433637,"Wisconsin Built, Inc.",Wisconsin Built,391676293,400 Interpane Lane,Deerfield,WI,53531,337212," Custom architectural millwork and fixtures, manufacturing on a job shop basis ",165,313600,1,0
1433638,Finger Lakes Logistics ,FLL,161464366,6070 Collett Rd,Farmington,NY,14425,611519, Truck driving schools ,24,49920,2,0
1433639,,Phillips 66,271977018,110 Forbes Road,Savannah,GA,31404,324191," Greases, petroleum lubricating, made from refined petroleum ",37,73830,2,0
1433640,LANXESS Corporation,LANXESS East Hanover,260081950,215 Merry Lane,East Hanover,NJ,7936,324191," Greases, petroleum lubricating, made from refined petroleum ",54,102603,2,0
1433641,Nouryon,Nouryon Expancel,831179323,1701 Cornell Road,Green Bay,WI,54313,325199, Organo-inorganic compound manufacturing ,19,47291,2,0
1433642,"Ryder System, Inc.",Armstrong Ceiling,,"1511 S. 47th Ave, Ste 200",Phoenix,AZ,85043,493110, General warehousing and storage ,15,28403,2,0
1433643,"Everbrite, LLC","Everbrite, LLC",651164066,627 East 30th Street,Buena Vista,VA,24416,339950, Electrical signs manufacturing ,111,250669,1,0
1433644,"Leonard's Express, Inc",ID,161595778,1010 Holman Dr,Caldwell,ID,83605,484110," General freight trucking, local ",243,810160,1,0
1433645,NOURYON,NOURYON Silica,831179323,1501 Brookfield Ave,Green Bay ,WI,54313,325199, Organo-inorganic compound manufacturing ,20,36491,2,0
1433646,,"Arclin USA, LLC",800633765,6175 American Rd,Toledo,OH,43612,325211, Phenol-formaldehyde resins manufacturing ,26,51646,2,0
1433647,"Datum Commercial Contracting, LLC","Datum Commercial Contracting, LLC",812704366,7700 Chevy Chase Dr. #120,Austin,TX,78752,236220," Addition, alteration and renovation for-sale builders, commercial and institutional building ",22,36102,2,0
1433648,Jorgenson Construction Inc.,Jorgenson Construction Inc.,411447897,9255 E. River Rd. NW,Coon Rapids,MN,55433,236220, Commercial building construction ,36,45311,1,0
1433649,"Leonard's Express, Inc",NC,161595778,170 Teague Town Rd,Taylororville,NC,28681,484110," Motor freight carrier, general, local ",78,250650,1,0
1433650,Brookdale Senior Living,Brookdale Charlotte East,,6053 Wilora Lake Rd,CHarlotte,NC,28212,623312, Assisted-living facilities without on-site nursing care facilities ,70,102740,1,0
1433651,Wilson Works Inc.,Wilson Works Inc.,10633196,202 distributor drive,Morgantown,WV,26501,332311," Buildings, prefabricated metal, manufacturing ",61,106436,1,0
1433652,Tank Connection,Tank Connection,412113690,3609 N 16th Street,Parsons,KS,67357,332420," Tanks, heavy gauge metal, manufacturing ",183,358913,1,0
1433653,"Johnson Equipment Sales & Service , Inc ",Shop NC,161588291,170 Teague Rd,Taylorville,NC,28681,811111, Automotive engine repair and replacement shops ,4,9015,2,0
1433654,Sollmann Electric Company,Sollmann Electric Company,341299498,310 E. Russell Road,Sidney,OH,45365,238210, Electric contracting ,44,91624,1,0
1433655,"Miller Environmental, Inc.","Miller Environmental, Inc.",,320 S. 17th Street,Reading,PA,19602,221320," Collection, treatment, and disposal of waste through a sewer system ",36,47241,2,0
1433656,Tank Connection,Tank Connection Oswego,412113690,12057 West 59 Highway,Oswego,KS,67356,332420," Tanks, heavy gauge metal, manufacturing ",26,52128,2,0
1433657,"GRUBB LUMBER COMPANY, INC",Grubb Lumber Company - Main Location,510373680,200 A STREET,Wilmington,DE,19801,444190, Building materials supply dealers ,45,89400,1,0
1433658,"Robbins, Inc.",Ishpeming Plant,310794597,445 Greenwood St.,Ishpeming,MI,49849,321918," Flooring, wood, manufacturing ",33,76761,1,0
1433659,"Johnson Equipment Sales & Service, Inc ",Shop 1-4-6,161588291,6070 Collett Rd,Farmington,NY,14425,811111, Automotive engine repair and replacement shops ,85,198900,1,0
1433660,Craig Industries,Craig Industries,371233360,401 Delaware st. ,Quincy,IL,62301,332311," Buildings, prefabricated metal, manufacturing ",106,194923,1,0
1433661,Tank Connection,Tank Connection Construction Division,412113690,3609 N 16th st,Parsons,KS,67357,238120, Structural steel erecting or iron work contractors ,41,92335,2,0
1433662,Endress and Hauser Flowtec AG,Endress and Hauser Flowtec AG,351969831,2350 Endress Place,Greenwood,IN,46143,334513," Flow instruments, industrial process-type, manufacturing ",124,239462,1,0
1433663,Precinmac,Major Tool and Machine,350848038,1458 E 19th St.,Indianapolis,IN,46218,332710, Machine shops ,405,850751,1,0
1433664,"Celerity Integrated Services, Inc.",Celerity,450486977,3500 AM Drive,Quakertown,PA,18951,238210, Low voltage electrical work ,45,85586,2,0
1433665,McDermott - CB&I Storage Solutions,"CB&I Storage Solutions, LLC - Kankakee Warehouse",383026565,1035 E 5000N Road,Bourbonnais,IL,60914,493110, General warehousing and storage ,15,29767,2,0
1433666,GRAPHITE MACHINING INC,GMI MICHIGAN,,4141 SOUTH OAK STREET,METAMORA,MI,48455,335991," Brush blocks, carbon or molded graphite, manufacturing ",23,52071,1,0
1433667,Goodwill Industries of the valleys,Goodwill Industries of the Valleys Works Radford Job Campus (02),540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,624310, Vocational rehabilitation agencies ,60,109391,1,0
1433668,Schuetz Container systems,Schuetz Container systems,521669773,5500 Providence Hill Dr.,St. Joseph,MO,64503,326199," Drums, plastics (i.e., containers), manufacturing ",97,119846,1,0
1433669,Lindstrom Equipment Inc,"Lindstrom Equipment, Inc.",391224897,S927 Cty Rd J,MONDOVI,WI,54755,423820, Farm machinery and equipment merchant wholesalers ,42,56280,1,0
1433670,Pantagraph Printing and Stationery Company,Pantagraph Printing and Stationery Company,370452270,217 & 305 W. Jefferson Street,Bloomington,IL,61701,323111," Offset printing (except books, printing grey goods) ",5,6829,2,0
1433671,Super ATV,Super ATV,30536270,2753 Michigan Road,Madison,IN,47520,454111, Business to Consumer retail sales Internet sites ,411,772314,1,0
1433672,Ziker Cleaners,Byrkit St,350807484,1240 S Byrkit St,MISHAWAKA,IN,46544,812320," Cleaners, drycleaning and laundry service (except coin-operated) ",55,92442,1,0
1433673,Brookdale Senior Living,Brookdale Lakewood 24136,,220 Southwestern Drive,Lakewood,NY,14750,623312, Assisted-living facilities without on-site nursing care facilities ,38,61257,1,0
1433674,GRAPHITE MACHINING INC,GMI TOPTON,,240 MAIN STREET,TOPTON,PA,19562,335991," Brush blocks, carbon or molded graphite, manufacturing ",58,120333,1,0
1433675,The Paint Kings Inc,The Paint Kings Inc,860855657,2004 E 17th St,Tucson,AZ,85719,238320, Painting (except roof) contractors ,112,225355,1,0
1433676,Abuelito Cheese inc.,Abuelito Cheese inc.,223786580,607 main street,PATERSON,NJ,7503,424430," Prepared foods, frozen dairy, merchant wholesalers ",20,46800,2,0
1433677,,Top Line Electric LLC,204846592,5057 Sawyer Woods Drive,Traverse City,MI,49685,238210, Low voltage electrical work ,39,78616,1,0
1433678,"Leonard's Express, Inc",WI,161595778,6300 Alter Rd,Eau Cleire ,WI,54703,484110," General freight trucking, local ",70,224860,1,0
1433679,"Syverson Tile & Stone, Inc",Sioux Falls,460284743,4015 S Western Ave,Sioux Falls,SD,57105,423220, Floor coverings merchant wholesalers ,49,96432,1,0
1433680,HealthTeam Critical Care Transport,Martinsburg Ground,465195916,226 Pilot Way,Martinsburg,WV,25405,621910," Ambulance services, air or ground ",45,59892,1,0
1433681,HealthNet Aeromedical Services,Corporate Office,,110 Wyoming Street,Charleston,WV,25302,621910, Air ambulance services ,28,47705,1,0
1433682,HealthTeam Critical Care Transport,Charleston Ground,465195916,3110 MacCorkle Ave. SE,Charleston,WV,25304,621910," Ambulance services, air or ground ",95,125585,1,0
1433683,HealthTeam Critical Care Transport,Wheeling Ground,465195916,410 Washington Ave,Wheeling,WV,26003,621910," Ambulance services, air or ground ",36,40614,2,0
1433684,Emerson,Appleton Grp LLC Rainsville,,1369 Main Street East,Rainsville,AL,35986,335311," Voltage regulating transformers, electric power, manufacturing ",62,134372,2,0
1433685,Cort Furniture,CFR New York,141543982,5601 Westside Avenue,North Bergen,NJ,7047,532299," Furniture (i.e., residential) rental centers ",40,64420,2,0
1433686,"Pancoast & Clifford, Inc.","Pancoast & Clifford, Inc.",232822575,206 Carter Drive,West Chester,PA,19382,236220, Commercial building construction general contractors ,19,35787,2,0
1433687,Plato Woodwork Inc,Plato Woodwork Inc,411240351,"PO Box 98, 200 Third Street SW",Plato,MN,55370,337110," Cabinets, kitchen (except freestanding), stock or custom wood, manufacturing ",156,337110,1,0
1433688,MSA Safety,"MSA Safety Pittsburgh Manufacturing, LLC",831549069,1000 Cranberry Woods Drive,Cranberry Township,PA,16066,334513," Viscosimeters, industrial process-type, manufacturing ",894,1942975,1,0
1433689,"Leonard's Express, Inc"," Leonard's Express, Inc NY",,6070 Collett Rd,Farmington,NY,14425,484110," General freight trucking, local ",345,910610,1,0
1433690,"SCS Technologies, LLC","SCS Technologies, LLC",455092927,3423 Interstate 20 Frontage Road,Big Spring,TX,79720,238210, Electrical contractors ,153,318240,2,0
1433691,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Lynchburg Store (9),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",22,33629,1,0
1433692,Electro Polish Co.,MLC INC.,800208385,529 Hunter Ave,Dayton,OH,45404,332813, Anodizing metals and metal products for the trade ,26,46037,2,0
1433693,Speciality Services & Equipment,Specialty Services & Equipment,383781455,509 Ellen St,Lake Charles,LA,70601,238910," Excavating, earthmoving, or land clearing contractors ",21,41048,2,0
1433694,Matrix Tool Inc.,Matrix Tool Inc.,251259371,4976 Franklin Road,Fairview,PA,16415,326199," Motor vehicle moldings and extrusions, plastics, manufacturing ",134,270048,1,0
1433695,,Zion Park District ,366007400,2400 Dowie Memorial Drive,Zion,IL,60099,924120," Parks and recreation commission, government ",85,105256,1,0
1433696,West Fraser Wood Products,West Fraser New Boston Mill,471939497,1345 U.S. Highway 82 East,New Boston,TX,75570,321113, Sawmills ,168,376216,1,0
1433698,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Christiansburg (11)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",24,34971,2,0
1433699,Southwest Plains Dairy,Southwest Plains Dairy,500019451,12701 SW CR 32,Syracuse ,KS,67878,112120," Milk production, dairy cattle ",52,128000,1,0
1433700,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Madison Heights (13)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",21,31269,2,0
1433701,Volpi USA,Volpi,,5 Commerce Way,Auburn,NY,13021,335921, Fiber optic cable made from purchased fiber optic strand ,33,68640,1,0
1433702,Peevy Construction Services,Peevy Construction Services,271305629,15681 E 590 Rd,Inola,OK,74036,238110," Foundation, building, poured concrete, contractors ",30,34271,2,0
1433703,"The Lightship Group, LLC","THE LIGHTSHIP GROUP, LLC",50501569,"606 Ten Rod Road, Unit 6",North Kingstown,RI,2852,336611, Ship repair done in a shipyard ,22,38108,1,0
1433704,Mine Safety Appliance,MSA/ General Monitors,273457471,26776 Simpatica Circle,Lake Forest,CA,92630,334516," Gas analyzers, laboratory-type, manufacturing ",90,179438,1,0
1433705,Lake Erie Electric Inc,Firelands Electric Inc - Sandusky,341905946,2721 Columbus Avenue,Sandusky,OH,44870,238210, Electrical contractors ,37,45325,2,0
1433706,J & J Snack Foods,Baker's Best,232861675,1880 North Penn Road,Hatfield,PA,19440,424420," Pretzels, frozen, merchant wholesalers ",63,121535,1,0
1433707,Ruggles Sign co,Ruggles Sign co,610920062,93 Industry Dr,Versailles,KY,40383,339950, Electrical signs manufacturing ,98,203840,1,0
1433708,Shaw Acquisitions Holdings LLC,"Shaw Clearfield, LLC",,210 East 700 South,Clearfield,UT,84015,332996, Fabricated pipe and pipe fittings made from purchased pipe ,175,172148,2,0
1433713,Great Plains Health Alliance,Cheyenne County Hospital,481226831,201 W 1st Street,Saint Francis,KS,67756,622110," Hospitals, general medical and surgical ",87,169000,1,0
1433720,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Vinton (14)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",21,34403,2,0
1433721,Greenfield Manufacturing Inc,Greenfield Manufacturing Inc,141802036,25 Freedom Way,Greenfield,NY,12866,325510," Industrial product finishes and coatings (i.e., paint) manufacturing ",16,33280,2,0
1433722,"Hertless Brothers Roofing, Inc.","Hertless Brothers Roofing, Inc.",202009976,1733 Arlington Rd,Richmond,VA,23230,238160, Roofing contractors ,20,35748,2,0
1433723,Lake Erie Electric Inc,Lake Erie Electric - Akron Division,341536829,1888 Brown Street,Akron,OH,44301,238210, Electrical contractors ,61,103918,1,0
1433724,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Rocky Mount Job Campus (17)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,624310," Habilitation job counseling and training, vocational ",24,42780,2,0
1433725,General Motors,General Motors Tonawanda Engine,270383222,2995 River Rd,Buffalo,NY,14207,333612," Motors, gear, manufacturing ",1234,2335423,1,0
1433726,The Lodge Nursing & Rehab Center,The Lodge Nursing & Rehab Center,311331828,9370 Union Cemetery Road,Loveland,OH,45140,623110, Skilled nursing facilities ,108,169652,1,0
