EnrStatus,Department,Year,YOG,Grade,CrsNo,Description,SecNo,T1AttTrmGr,T1Grd,T2AttTrmGr,T2Grd,T3AttTrmGr,T3Grd,T4AttTrmGr,T4Grd,Exam,FG,Credit,Credit.1,PotentialCredit,Term,TeacherNum
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,1,,A,,A,,A,,A,,A,5,5,,FY,10
W07,,2017,2018,11,5131,Math 3 ACP Acc,4,,A,,A,,A,,A,A,A,5,5,,FY,47
W07,MAT,2018,2018,12,5141,Intro to Calculus ACP Acc,5,,A,,A,,A,,A,,A,5,5,,FY,19
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,10,Y,A,,,,,,,,,12,,,FY,45
Active,MAT,2023,2026,9,5111,Math 1 ACP Acc,10,,,Y,A,Y,A,Y,A,B+,A,12,12,,FY,45
W07,,2007,2010,9,5161,Math 1  I,,,,,,,,,,,C,5,5,,,1
W07,,2008,2010,10,5171,Math 2  I,,,,,,,,,,,D,5,5,,,1
W07,,2009,2010,11,5431,Math 3  II,,,,,,,,,,,B-,5,5,,,1
W07,,2010,2010,12,5441,Tpcs PreCalc II,,,B-,,N,,,,,,C,2.5,2.5,,,1
W07,,2008,2011,9,5111,Mathematics 1 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2009,2011,10,5121,Mathematics 2 Acc,,,,,,,,,,,C+,5,5,,,1
W07,,2010,2011,11,5131,Mathematics 3 Acc,,,B,,B,,C,,C,D-,C,5,5,,,1
W07,,2011,2011,12,5141,Introduction to Calculus Acc A,,,C+,,B-,,C,,C-,,C,5,5,,,1
W07,,2016,2019,9,5111,Math 1 ACP Acc,5,,A,,B-,,A-,,C+,B,B,5,5,,FY,10
W07,,2017,2019,10,5121,Math 2 ACP Acc,6,,C+,,B,,B,,B+,A-,B,5,5,,FY,5
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,5,,B,,B+,,B,,B,B,B,5,5,,FY,26
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,5,,A-,,B+,,A,,B,,B+,5,5,,FY,30
W07,MAT,2019,2022,9,5111,Math 1 ACP Acc,3,,,,A,,B+,0,A,B+,A-,5,3.75,3.75,FY,12
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,1,,A,,,,P,,,,A,5,3.75,3.75,FY,12
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,2,,A,,A,,A,,A,,A,5,5,,FY,10
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,4,,A,,B+,,A-,,A-,,A-,5,5,,FY,19
W08,MAT,2019,2021,10,5401,ELL Math CP,1,,C+,,C+,,C+,,C-,D,C,5,5,,FY,23
W07,,2013,2016,9,5711,Mathematics 9,,,C-,,C-,,D+,,C-,C-,C,5,5,,,1
W07,,2014,2016,10,5721,Mathematics 10 CP,,,B-,,B+,,B-,,C+,F,B-,5,5,,,1
W07,,2015,2016,11,5421,Math 2  CP,,,D,,C-,,F,,N,F,F,5,0,,,1
W07,,2016,2016,12,8581,Business Math CP,1,,B,,C+,,NC-,,B,,B-,5,5,,FY,36
W07,MAT,2019,2022,9,5111,Math 1 ACP Acc,8,,A-,,A-,,B+,,A-,B,A-,5,5,,FY,45
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,3,,A,,A,,P,,,,A,5,5,,FY,15
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,5,,A,,A,,A,,M,,A,5,5,,FY,6
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,1,,A,,A,,A,,A,,A,5,5,,FY,10
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,11,,A-,,A-,,C-,,B-,,B,5,12,,FY,49
Active,MAT,2023,2025,10,5121,Math 2 ACP Acc,12,Y,A,Y,B+,Y,A,Y,A,A,A,12,12,,FY,29
W07,MAT,2020,2023,9,5011,Math 1 H,2,,A,,A,,P,,,,A,5,12,,FY,9
W07,MAT,2021,2023,10,5021,Math 2 H,2,,A,,A,,A,,A,,A,5,12,,FY,50
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,7,,A,,A,,A,,A-,,A,5,12,,FY,7
W07,MAT,2023,2023,12,5081,AP Calculus 4 AB,4,Y,A,Y,A,Y,A,Y,A,,A,12,12,,FY,19
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,4,,A-,,B,,A,,B-,,B+,5,5,,FY,19
W07,,2016,2019,9,5111,Math 1 ACP Acc,2,,A-,,B+,,B,,B+,B+,B+,5,5,,FY,35
W07,,2017,2019,10,5121,Math 2 ACP Acc,3,,A-,,A-,,B,,A-,B+,A-,5,5,,FY,32
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,7,,B-,,C+,,C+,,A-,D,B-,5,5,,FY,22
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,4,,B,,B+,,C+,,C-,,B-,5,5,,FY,19
W01,MAT,2023,2026,9,5161,Math 1 ACP,1,Y,A,Y,B+,,,,,,A-,12,7.5,,FY,12
W07,,2016,2019,9,5111,Math 1 ACP Acc,6,,A,,A,,A,,A,A,A,5,5,,FY,1
W07,,2017,2019,10,5121,Math 2 ACP Acc,6,,A,,A,,A,,A,B+,A,5,5,,FY,5
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,3,,B,,A-,,B+,,NC,A,B+,5,5,,FY,47
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,4,,B+,,A,,A,,A,,A,5,5,,FY,19
W07,,2013,2015,11,5181,Math 3 ACP,,,D,,C,,D+,,C+,F,D+,5,5,,,1
W07,,2014,2015,12,5191,Pre-Calculus ACP,,,C,,C-,,D-,,C-,,D,5,5,,,1
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,C,,B,,C+,,C-,D-,C,5,5,,,1
W07,,2013,2015,11,5181,Math 3 ACP,,,B-,,A-,,B+,,C+,C+,B,5,5,,,1
W01,MAT,2022,2025,9,5401,ELL Math CP,1,,,,,,B,,,,B,5,1.25,1.25,FY,27
W07,,2016,2016,12,5141,Intro to Calculus ACP Acc,5,,A,,A,,B+,,B+,,A-,5,5,,FY,30
W07,,2014,2015,12,5141,Intro to Calculus ACP Acc,,,A,,A,,A,,A,,A,5,5,,,1
W04,,2011,2011,12,5141,Introduction to Calculus Acc A,,,B+,,B+,,B,,B,,B,5,5,,,1
W07,MAT,2020,2023,9,5011,Math 1 H,1,,A,,B+,,P,,,,A,5,12,,FY,3
W07,MAT,2021,2023,10,5021,Math 2 H,7,,A,,A,,A,,A,,A,5,12,,FY,17
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,6,,A,,A,,A,,A,,A,5,12,,FY,7
W07,MAT,2023,2023,12,5041,AP Calculus 4 BC,4,Y,A,Y,A,Y,A,Y,A-,,A,12,12,,FY,6
W07,MAT,2023,2023,12,5611,Data Science H,2,Y,A,Y,A,Y,A,Y,A,,A,12,12,,FY,20
W07,,2011,2012,11,5171,Math 2 I,,,A,,N,,A-,,A,B+,A,5,5,,,1
W09,MAT,2020,2023,9,5401,ELL Math CP,1,,B-,,B-,,NG,,,,B-,5,12,,FY,23
W09,MAT,2022,2023,11,5161,Math 1 ACP,8,,A,,D,,F,,D,,D,5,12,,FY,24
W09,MAT,2023,2023,12,5171,Math 2 ACP,2,N,F,N,F,N,F,N,F,,F,12,0,0,FY,20
W07,,2007,2011,9,5811,Math 1  I (Simms),,,,,,,,,,,C,5,5,,,1
W07,,2008,2011,10,5821,Math 2  I (Simms),,,,,,,,,,,C+,5,5,,,1
W07,,2009,2011,11,5831,Math 3  I (Simms),,,,,,,,,,,D-,5,5,,,1
W07,,2010,2011,12,5841,Math Simms PreCalc I,,,C+,,N,,N,,N,,N,5,0,,,1
Active,MAT,2023,2026,9,5011,Math 1 H,8,,,Y,A,Y,A,Y,A,A,A,12,12,,FY,45
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,8,Y,A,,,,,,,,,12,,,FY,45
W07,,2013,2016,9,5111,Math 1 ACP Acc,,,A,,B-,,B,,B,A,B+,5,5,,,1
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,B+,,B+,,B,,C-,C,B-,5,5,,,1
W07,,2015,2016,11,5131,Math 3 ACP Acc,,,C-,,B-,,B+,,C,C-,C+,5,5,,,1
W07,,2016,2016,12,5141,Intro to Calculus ACP Acc,5,,C,,C-,,D,,C-,,C-,5,5,,FY,30
W07,,2012,2015,10,5031,Honors Math 3,,,A,,A,,A,,A,A-,A,5,5,,,1
W07,,2013,2015,11,5041,AP Calculus 4 BC,,,A-,,,,,,,,,5,,,,1
W07,MAT,2022,2023,11,5131,Math 3 ACP Accelerated (Pre-Calculus),1,,A,,A-,,A,,A,,A,5,12,,FY,26
W07,MAT,2023,2023,12,5081,AP Calculus 4 AB,5,Y,A,Y,A-,Y,A,Y,B-,,A-,12,12,,FY,19
Active,MAT,2023,2026,9,5161,Math 1 ACP,3,Y,A,Y,B+,Y,A-,Y,A-,B,A-,12,12,,FY,30
W07,MAT,2020,2023,9,5111,Math 1 ACP Acc,5,,A-,,A,,P,,,,A,5,12,,FY,3
W07,MAT,2021,2023,10,5021,Math 2 H,6,,A,,A,,A,,A,,A,5,12,,FY,17
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,7,,A-,,A,,A-,,B-,,A-,5,12,,FY,7
W07,MAT,2023,2023,12,5081,AP Calculus 4 AB,6,Y,B+,Y,B-,Y,B,Y,B-,,B,12,12,,FY,26
W07,,2016,2019,9,5011,Math 1 H,1,,C,,A-,,B,,B,B,B,5,5,,FY,47
W07,,2017,2019,10,5021,Math 2 H,2,,B+,,B-,,A,,A,C,B+,5,5,,FY,18
W07,MAT,2018,2019,11,5031,Math 3 H,6,,A-,,A,,B+,,A,A-,A-,5,5,,FY,21
W07,MAT,2019,2019,12,5041,AP Calculus 4 BC,2,,A-,,A-,2,A-,,B+,,A-,5,5,,FY,6
W02,,2013,2016,9,5111,Math 1 ACP Acc,,,,,,,D,,,,,5,,,,1
W02,,2014,2016,10,5121,Math 2 ACP Acc,,,B+,,B+,,B,,A-,D+,B,5,5,,,1
Active,MAT,2023,2026,9,5011,Math 1 H,8,,,Y,A,Y,A-,Y,B+,C,B+,12,12,,FY,45
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,8,Y,A-,,,,,,,,,12,,,FY,45
Active,MAT,2021,2024,9,5411,Math 1  CP,3,,P,,NG,,P,,NG,,P,5,12,,FY,51
Active,MAT,2022,2024,10,5421,Math 2  CP,2,,B,,B,,B,,C-,,B-,5,12,,FY,25
Active,MAT,2023,2024,11,5181,Math 3 ACP,6,Y,C,Y,C+,Y,A-,Y,B+,B-,I,12,0,,FY,38
W07,,2011,2015,9,5711,Mathematics 9,,,B,,B-,,C,,C,F,C,5,5,,,1
W07,,2012,2015,10,5721,Mathematics 10,,,B-,,C-,,C-,,C-,F,C-,5,5,,,1
W07,,2013,2015,11,5731,Mathematics 11,,,B-,,B+,,A-,,A-,D,B,5,5,,,1
W07,,2014,2015,12,8581,Business Math CP,,,A-,,A-,,B,,B-,,B+,5,5,,,1
W07,,2007,2010,9,5411,Math 1  II,,,,,,,,,,,C+,5,5,,,1
W07,,2008,2010,10,5421,Math 2  II,,,,,,,,,,,C+,5,5,,,1
W07,,2009,2010,11,5431,Math 3  II,,,,,,,,,,,B,5,5,,,1
W07,,2010,2010,12,5441,Tpcs PreCalc II,,,C+,,B+,,,,,,,2.5,,,,1
W07,,2013,2016,9,5411,Math 1  CP,,,,,,,D+,,C-,C-,C,5,5,,,1
W07,,2013,2016,9,5711,Mathematics 9,,,C,,B-,,,,,,,5,,,,1
W07,,2014,2016,10,5721,Mathematics 10 CP,,,D-,,F,,F,,C-,F,D,5,5,,,1
W07,,2016,2016,12,8581,Business Math CP,1,,A-,,A,,A,,A,,A,5,5,,FY,36
W07,,2011,2015,9,5411,Math 1  II,,,C,,C,,C,,N,C-,C,5,5,,,1
W07,,2012,2015,10,5421,Math 2  CP,,,N,,P,,I,,F,D+,D-,5,5,,,1
W07,,2013,2015,11,5431,Math 3  CP,,,C-,,N,,C-,,F,D+,D,5,5,,,1
W07,,2014,2015,12,5441,Topics in Pre-Calculus CP,,,B-,,D,,C-,,B-,,C,5,5,,,1
W07,,2016,2019,9,5111,Math 1 ACP Acc,4,,B-,,C+,,B+,,C+,C-,B-,5,5,,FY,48
W07,,2017,2019,10,5121,Math 2 ACP Acc,5,,B,,A,,B,,B-,C,B,5,5,,FY,5
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,2,,B,,B-,,C,,C+,C,B-,5,5,,FY,47
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,2,,B+,,B-,,C+,,C+,,B-,5,5,,FY,19
W07,MAT,2018,2021,9,5011,Math 1 H,2,,A,,A,,A,,A,A-,A,5,5,,FY,3
W07,MAT,2019,2021,10,5021,Math 2 H,4,,A-,,A,,A,,A,A,A,5,5,,FY,30
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,6,,A,,A,,P,,,,A,5,5,,FY,10
W07,MAT,2021,2021,12,5041,AP Calculus 4 BC,4,,A,,A,,A,,A,,A,5,5,,FY,52
W07,,2016,2019,9,5011,Math 1 H,2,,A-,,A-,,A,,A,A,A,5,5,,FY,29
W07,,2017,2019,10,5021,Math 2 H,3,,A-,,A,,A,,A,A,A,5,5,,FY,1
W07,MAT,2018,2019,11,5031,Math 3 H,6,,A,,A,,A,,A,A-,A,5,5,,FY,21
W07,MAT,2019,2019,12,5041,AP Calculus 4 BC,1,,A,,A,0,A,,A,,A,5,5,,FY,6
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,1,,B,,A,,P,,,,A-,5,5,,FY,7
W07,MAT,2021,2021,12,5041,AP Calculus 4 BC,3,,A,,A,,B,,A,,A,5,5,,FY,11
W04,MAT,2021,2024,9,5111,Math 1 ACP Acc,4,,A,,A,,A,,B,,A,5,5,,FY,11
W07,,2011,2015,9,5161,Math 1 I,,,A-,,B+,,B,,C,B+,B,5,5,,,1
W07,,2012,2015,10,5171,Math 2 ACP,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2013,2015,11,5181,Math 3 ACP,,,A,,A-,,A-,,B,B-,B+,5,5,,,1
W07,,2014,2015,12,5191,Pre-Calculus ACP,,,A,,A,,A,,A,,A,5,5,,,1
W07,,2016,2018,10,5121,Math 2 ACP Acc,1,,,,,,A,,A-,B-,A-,5,2.5,2.5,FY,5
W07,,2017,2018,11,5131,Math 3 ACP Acc,3,,A-,,B+,,A,,A,A-,A-,5,5,,FY,22
W07,MAT,2018,2018,12,5081,AP Calculus 4 AB,2,,B+,,A-,,B,,A-,,B+,5,5,,FY,13
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,N,,B+,,A-,,B,A,B+,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,A,,A,,B+,,B,A,A-,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,B,,A-,,B,,B+,A-,B+,5,5,,,1
W07,,2015,2016,12,5141,Intro to Calculus ACP Acc,,,A,,A-,,A-,,A,,A-,5,5,,,1
W07,,2017,2020,9,5011,Math 1 H,7,,B,,A-,,B,,B+,B,B+,5,5,,FY,47
W07,MAT,2018,2020,10,5021,Math 2 H,6,,A-,,B+,,A,,B+,B,A-,5,5,,FY,30
W07,MAT,2019,2020,11,5031,Math 3 (Pre-Calculus) H,6,,A,,A,,A,,A-,A,A,5,5,,FY,21
W07,MAT,2020,2020,12,5081,AP Calculus 4 AB,1,,A,,A-,,P,,,,A,5,5,,FY,13
Active,MAT,2023,2026,9,5011,Math 1 H,2,,,Y,A-,Y,B,Y,A-,A-,A-,12,12,,FY,4
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,2,Y,A-,,,,,,,,,12,,,FY,4
W07,,2008,2010,10,5171,Math 2  I,,,,,,,,,,,N,5,0,,,1
W07,,2009,2010,11,5961,Links Math II,,,,,,,,,,,A,5,5,,,1
W07,,2010,2010,12,5191,Precalculus I,,,A,,A,,N,,A-,A,A,5,5,,,1
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,,,A,,A,,A,A,A,5,5,,,1
W07,,2012,2016,9,5161,Math 1 ACP,,,A,,,,,,,,,5,,,,1
W07,,2013,2016,10,5021,Math 2 H,,,A-,,B+,,A-,,A-,B+,A-,5,5,,,1
W07,,2014,2016,11,5031,Math 3 H,,,A-,,A,,B,,A-,B,B+,5,5,,,1
W07,,2015,2016,12,5041,AP Calculus 4 BC,,,B,,B,,B-,,B-,,B-,5,5,,,1
W07,,2007,2010,9,5011,Honors Math 1,,,,,,,,,,,B,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,B+,5,5,,,1
W07,,2009,2010,11,5031,Honors Math 3,,,,,,,,,,,B-,5,5,,,1
W07,,2010,2010,12,5081,AP Calculus 4 AB,,,A-,,A,,B+,,A,,A-,5,5,,,1
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,3,,A,,M,,,,,,A,5,6,,FY,53
W07,,2009,2012,9,5411,Math 1  II,,,,,,,,,,,D-,5,5,,,1
W07,,2010,2012,10,5421,Math 2  II,,,C-,,F,,,,,,,5,,,,1
W07,,2017,2020,9,5111,Math 1 ACP Acc,6,,A-,,B+,,A-,,A-,B,A-,5,5,,FY,48
W07,MAT,2018,2020,10,5121,Math 2 ACP Acc,4,,A-,,A,,A,,B+,A,A,5,5,,FY,10
W07,MAT,2019,2020,11,5131,Math 3 ACP Accelerated (Pre-Calculus),2,,A,,A,,A,,A,A-,A,5,5,,FY,26
W07,MAT,2020,2020,12,5141,Intro to Calculus ACP Acc,5,,A,,A,,P,,,,A,5,5,,FY,30
W07,,2015,2018,9,5011,Math 1 H,,,B-,,A,,C,,B,B-,B,5,5,,,1
W07,,2016,2018,10,5021,Math 2 H,4,,B,,B-,,C,,B-,D+,C+,5,5,,FY,30
W07,,2017,2018,11,5131,Math 3 ACP Acc,5,,B+,,A,,A,,B+,B,A-,5,5,,FY,22
W07,MAT,2018,2018,12,5141,Intro to Calculus ACP Acc,3,,A-,,A-,,A-,,B+,,A-,5,5,,FY,7
W07,,2016,2019,9,5011,Math 1 H,5,,B,,B,,A-,,A-,B+,B+,5,5,,FY,9
W07,,2017,2019,10,5021,Math 2 H,4,,B-,,C-,,A-,,B-,B,B-,5,5,,FY,1
W07,MAT,2018,2019,11,5031,Math 3 H,3,,A-,,A-,,A-,,B+,A,A-,5,5,,FY,7
W07,MAT,2019,2019,12,5041,AP Calculus 4 BC,2,,A,,A-,5,A-,,B+,,A-,5,5,,FY,6
W07,MAT,2019,2022,9,5111,Math 1 ACP Acc,4,,A,0,A,,A,,A,A-,A,5,5,,FY,22
W07,MAT,2020,2022,10,5021,Math 2 H,2,,A,,A,,P,,,,A,5,5,,FY,18
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,9,,A,,A,,A,,A,,A,5,5,,FY,53
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,3,,B,,C,,C,,C,,C+,5,5,,FY,19
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,C-,,B-,,C+,,B-,B-,C+,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,B-,,C-,,C,,C,C,C,5,5,,,1
W07,,2014,2016,11,5181,Math 3 ACP,,,A,,A,,A,,A,B+,A,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,A,,A-,,B+,,A,,A,5,5,,,1
W07,,2011,2015,9,5161,Math 1 I,,,B+,,A-,,B-,,B,C,B,5,5,,,1
W07,,2012,2015,10,5171,Math 2 ACP,,,A-,,A-,,A,,B,B+,A-,5,5,,,1
W07,,2013,2015,11,5181,Math 3 ACP,,,B-,,C,,B+,,B+,C,B-,5,5,,,1
W07,,2014,2015,12,5191,Pre-Calculus ACP,,,A,,A,,A,,B,,A,5,5,,,1
W07,,2014,2017,9,5161,Math 1 ACP,,,B,,B,,B,,B,D,B-,5,5,,,1
W07,,2015,2017,10,5171,Math 2 ACP,,,B-,,B-,,B-,,B-,B,B,5,5,,,1
W07,,2016,2017,11,5181,Math 3 ACP,2,,A-,,B-,,D+,,C,C+,C+,5,5,,FY,20
W07,,2017,2017,12,5191,Pre-Calculus ACP,1,,A-,,A,,B,,A,,A-,5,5,,FY,9
W07,,2014,2017,9,5161,Math 1 ACP,,,A-,,B+,,A-,,B+,B+,B+,5,5,,,1
W07,,2015,2017,10,5171,Math 2 ACP,,,A-,,B+,,B+,,A-,B,B+,5,5,,,1
W07,,2016,2017,11,5181,Math 3 ACP,6,,A-,,B+,,B+,,A-,A-,A-,5,5,,FY,1
W07,,2017,2017,12,5191,Pre-Calculus ACP,1,,A,,A,,A-,,A,,A,5,5,,FY,9
W07,MAT,2018,2021,9,5111,Math 1 ACP Acc,4,,A,,A,,A,,,A,A,5,5,,FY,54
W07,MAT,2019,2021,10,5121,Math 2 ACP Acc,3,,B+,,B+,,A,,A-,A,A-,5,5,,FY,32
W07,MAT,2020,2021,11,5131,Math 3 ACP Accelerated (Pre-Calculus),1,,A,,A-,,P,,,,A,5,5,,FY,26
W07,MAT,2021,2021,12,5141,Intro to Calculus ACP Acc,1,,A,,A,,P,,P,,B,5,5,,FY,30
W07,,2011,2015,9,5411,Math 1  II,,,,,,,,,A-,B-,A-,5,5,,,1
W07,,2011,2015,9,5711,Mathematics 9,,,A,,A,,A-,,,,,5,,,,1
W07,,2012,2015,10,5421,Math 2  CP,,,A,,A-,,B-,,A-,B-,B+,5,5,,,1
W07,,2013,2015,11,5431,Math 3  CP,,,A,,B,,A-,,B,C-,B,5,5,,,1
W07,,2014,2015,12,5441,Topics in Pre-Calculus CP,,,B+,,C-,,A-,,A,,A-,5,5,,,1
W07,,2013,2016,9,5111,Math 1 ACP Acc,,,P,,B-,,C-,,C,C+,C+,5,5,,,1
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,A-,,A-,,A-,,A,D+,B,5,5,,,1
W07,,2015,2016,11,5831,Math 3 SIMMS  ACP,,,B,,C-,,N,,C,D-,C,5,5,,,1
W07,,2016,2016,12,5191,Pre-Calculus ACP,3,,A,,A,,A,,A,,A,5,5,,FY,22
W01,MAT,2023,2025,10,5171,Math 2 ACP,6,Y,B,N,C-,N,C-,Y,C-,C,C,12,12,,FY,25
Active,MAT,2021,2024,9,5161,Math 1 ACP,4,,B,,B,,B,,A,,A,5,12,,FY,40
Active,MAT,2022,2024,10,5121,Math 2 ACP Acc,12,,A-,,A-,,A,,B,,A-,5,12,,FY,17
Active,MAT,2023,2024,11,5131,Math 3 ACP Accelerated (Pre-Calculus),3,Y,B+,Y,B-,Y,B-,Y,B+,C,B,12,12,,FY,31
Active,MAT,2023,2026,9,5011,Math 1 H,8,,,Y,A,Y,A-,Y,A-,C,A-,12,12,,FY,45
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,8,Y,B+,,,,,,,,,12,,,FY,45
W07,MAT,2018,2021,9,5411,Math 1  CP,1,,B+,,B,,B,,C-,B,B,5,5,,FY,55
W07,MAT,2019,2021,10,5421,Math 2  CP,1,,B,,NC+,,NC,,C+,D,C-,5,5,,FY,56
W07,MAT,2020,2021,11,5431,Math 3  CP,1,,NF,,ND+,,P,,,,D,5,5,,FY,57
W07,MAT,2021,2021,12,8581,Business Math CP,1,,A,,B,,B,,A,,A,5,5,,FY,58
Active,MAT,2022,2025,9,5411,Math 1  CP,2,,B,,B,,B,,C-,,C+,5,12,,FY,24
Active,MAT,2023,2025,10,5171,Math 2 ACP,3,Y,C+,Y,C,Y,C,Y,C-,F,C-,12,12,,FY,25
W07,MAT,2018,2019,11,5431,Math 3  CP,2,,B,,B,,B-,,B,F,B-,5,5,,FY,47
W07,MAT,2019,2019,12,5441,Topics in Pre-Calculus CP,2,,B+,,B-,,C-,,C-,,C+,5,5,,FY,3
Active,MAT,2022,2025,9,5161,Math 1 ACP,3,,B-,,B-,,C-,,D+,,B-,5,12,,FY,12
Active,MAT,2023,2025,10,5171,Math 2 ACP,1,Y,B-,Y,C-,Y,C+,Y,D-,F,C-,12,12,,FY,20
Active,MAT,2021,2024,9,5161,Math 1 ACP,7,,A,,A,,A,,A,,A,5,12,,FY,33
Active,MAT,2022,2024,10,5171,Math 2 ACP,2,,A-,,A-,,B+,,B+,,B+,5,12,,FY,22
Active,MAT,2023,2024,11,5181,Math 3 ACP,3,Y,A,Y,A-,Y,A-,Y,A-,B,A-,12,12,,FY,37
W07,,2010,2014,9,5111,Mathematics 1 Acc,,,F,,,,,,,,,5,,,,1
W07,,2010,2014,9,5161,Math 1 I,,,,,A,,A-,,B+,B+,A-,5,5,,,1
W07,,2011,2014,10,5171,Math 2 I,,,B-,,B-,,B+,,A-,B+,B,5,5,,,1
W07,,2012,2014,11,5181,Math 3 ACP,,,B-,,C-,,D+,,,,,5,,,,1
W07,,2012,2014,11,5961,Links Math II,,,,,,,,,A-,A-,A-,5,5,,,1
W07,,2013,2014,12,5191,Pre-Calculus ACP,,,B,,C,,D+,,D+,,C,5,5,,,1
W07,,2016,2019,9,5011,Math 1 H,1,,C,,C+,,C+,,C+,B-,C+,5,5,,FY,47
W07,,2017,2019,10,5021,Math 2 H,4,,B+,,C+,,B-,,B-,B-,B-,5,5,,FY,1
W07,MAT,2018,2019,11,5031,Math 3 H,6,,A-,,A-,,A-,,B+,A-,A-,5,5,,FY,21
W07,MAT,2019,2019,12,5081,AP Calculus 4 AB,3,,B+,,B-,,C-,,B+,,B-,5,5,,FY,10
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,B,,B,,B,,C,D,C+,5,5,,,1
W07,,2015,2016,11,5131,Math 3 ACP Acc,,,C-,,B,,A,,B+,B,B,5,5,,,1
W07,,2016,2016,12,5141,Intro to Calculus ACP Acc,3,,B,,B+,,B,,A-,,B+,5,5,,FY,27
W07,,2007,2010,9,5411,Math 1  II,,,,,,,,,,,A-,5,5,,,1
W07,,2008,2010,10,5161,Math 1  I,,,,,,,,,,,C+,5,5,,,1
W07,,2009,2010,11,5171,Math 2  I,,,,,,,,,,,B-,5,5,,,1
W07,,2010,2010,12,5181,Math 3 I,,,C,,D,,,,,,C-,2.5,2.5,,,1
W07,,2017,2019,10,5421,Math 2  CP,1,,B,,B-,,B+,,B,B+,B,5,5,,FY,59
W07,MAT,2018,2019,11,5431,Math 3  CP,2,,A,,A,,A,,A,B+,A,5,5,,FY,47
W07,MAT,2019,2019,12,5441,Topics in Pre-Calculus CP,2,,A-,,A,,B,,A-,,A-,5,5,,FY,3
W07,,2014,2017,9,5411,Math 1  CP,,,,,C+,,B-,,B-,C-,C+,5,5,,,1
W07,,2014,2017,9,5711,Mathematics 9 CP,,,B,,C+,,,,,,,5,,,,1
W07,,2015,2017,10,5421,Math 2  CP,,,B-,,B-,,B-,,D,F,C,5,5,,,1
W07,,2017,2017,12,8581,Business Math CP,1,,B-,,B,,B,,B,,B,5,5,,FY,18
W07,MAT,2018,2020,10,5721,Mathematics 10 CP,1,,,,D,,C-,,D,D-,D,5,5,,FY,34
W07,MAT,2019,2020,11,5731,Mathematics 11 CP,1,,P,,P,,,,,,,5,,,FY,60
W07,MAT,2020,2020,12,8581,Business Math CP,1,,F,,C-,,NG,,,,P,5,5,,FY,58
W07,MAT,2020,2023,9,5011,Math 1 H,5,,A,,B,,P,,,,A-,5,12,,FY,29
W07,MAT,2021,2023,10,5021,Math 2 H,6,,A,,B,,P,,A,,A,5,12,,FY,17
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,6,,B+,,A,,A,,A,,A,5,12,,FY,7
