,Unnamed: 0,State,Area name,FIPS,TotalVote2024,DemVote2024,RepVote2024,OtherVote2024,"Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2008-12","High school diploma only, 2008-12","Some college or associate's degree, 2008-12","Bachelor's degree or higher, 2008-12","Percent of adults with less than a high school diploma, 2008-12","Percent of adults with a high school diploma only, 2008-12","Percent of adults completing some college or associate's degree, 2008-12","Percent of adults with a bachelor's degree or higher, 2008-12","Less than a high school diploma, 2018-22","High school diploma only, 2018-22","Some college or associate's degree, 2018-22","Bachelor's degree or higher, 2018-22","Percent of adults with less than a high school diploma, 2018-22","Percent of adults with a high school diploma only, 2018-22","Percent of adults completing some college or associate's degree, 2018-22","Percent of adults with a bachelor's degree or higher, 2018-22",Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Unemp2001,Unemp2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,RepVote2020,DemVote2020,TotalVote2020,pctdem2008,pctdem2012,pctdem2016,pctrep2008,pctrep2012,pctrep2016,dempct2024,dempct2020,DiffPct,FIPS2,FIPS3,Diff3
1368,1368,MN,Kittson County,27069,2500,911.0,1535,54,745.0,1262.0,1114.0,540.0,20.3,34.5,30.4,14.8,352.0,1142.0,1111.0,678.0,10.7219007,34.78525739,33.84099909,20.65184283,118.0,1061.0,991.0,811.0,3.95840322,35.59208319,33.24387789,27.20563569,9.0,12.0,0.0,5.2,2.8,60785.0,78.2,1546.0,1006.0,2639.0,58.1,51.28,34.51,39.56,45.25,56.56,36.44,38.12050018946571,-1.680500189465711,27069,27069,-1
1369,1369,MN,Koochiching County,27071,6789,2465.0,4204,120,1805.0,3745.0,2939.0,1510.0,18.1,37.5,29.4,15.1,1045.0,3571.0,3360.0,1688.0,10.81332781,36.95157285,34.76821192,17.46688742,665.0,3035.0,3865.0,1558.0,7.289268881,33.26756549,42.36544996,17.07771566,6.0,6.0,0.0,5.6,4.0,59299.0,76.3,4131.0,2659.0,6922.0,53.65,53.44,36.24,43.55,43.99,56.09,36.30873471792606,38.413753250505636,-2.105018532579578,27071,27071,-1
1370,1370,MN,Lac qui Parle County,27073,3996,1314.0,2600,82,1086.0,2125.0,1702.0,731.0,19.2,37.7,30.2,13.0,524.0,2069.0,1847.0,900.0,9.812734082,38.74531835,34.58801498,16.85393258,288.0,1807.0,1782.0,1017.0,5.884756845,36.92276257,36.41193298,20.78054761,9.0,12.0,0.0,4.0,2.7,62182.0,80.0,2528.0,1446.0,4040.0,51.53,49.55,33.81,45.61,48.64,59.4,32.88288288288288,35.79207920792079,-2.909196325037911,27073,27073,-1
1371,1371,MN,Lake County,27075,6954,3534.0,3265,155,1064.0,2942.0,2310.0,1531.0,13.6,37.5,29.4,19.5,582.0,3027.0,2896.0,1642.0,7.14373389,37.1547809,35.54682705,20.15465816,585.0,2524.0,2959.0,2138.0,7.128930051,30.75798196,36.05898123,26.05410675,6.0,6.0,0.0,5.2,5.0,68725.0,88.4,3393.0,3647.0,7202.0,59.89,59.28,47.19,37.82,38.27,44.96,50.81967213114754,50.63871146903638,0.18096066211116124,27075,27075,1
1372,1372,MN,Lake of the Woods County,27077,2347,604.0,1710,33,485.0,1181.0,946.0,543.0,15.4,37.4,30.0,17.2,291.0,1198.0,1066.0,444.0,9.703234411,39.94664888,35.54518173,14.80493498,116.0,934.0,1239.0,617.0,3.991741225,32.14039917,42.63592567,21.23193393,9.0,12.0,0.0,4.5,3.2,62357.0,80.2,1704.0,671.0,2408.0,41.98,38.45,24.67,55.25,58.46,68.69,25.734980826587133,27.865448504983387,-2.130467678396254,27077,27077,-1
1373,1373,MN,Le Sueur County,27079,17469,5636.0,11503,330,2541.0,6323.0,4851.0,2784.0,15.4,38.3,29.4,16.9,1735.0,6913.0,6041.0,4124.0,9.22234625,36.74586722,32.11077446,21.92101207,1025.0,6711.0,7282.0,4916.0,5.141968496,33.66609812,36.53055082,24.66138256,1.0,1.0,1.0,5.0,3.6,82936.0,106.7,10775.0,5672.0,16818.0,46.6,45.64,30.88,50.88,52.15,61.33,32.26286564771882,33.72577000832442,-1.4629043606055987,27079,27079,-1
1374,1374,MN,Lincoln County,27081,3235,972.0,2190,73,910.0,1740.0,1227.0,639.0,20.2,38.5,27.2,14.1,354.0,1850.0,1289.0,740.0,8.362863218,43.70422868,30.45121663,17.48169147,266.0,1414.0,1384.0,882.0,6.741003548,35.8337557,35.07349214,22.35174861,9.0,10.0,0.0,3.5,2.9,60199.0,77.5,2121.0,937.0,3115.0,48.53,45.8,28.49,47.7,51.12,63.96,30.046367851622875,30.080256821829856,-0.03388897020698067,27081,27081,-1
1375,1375,MN,Lyon County,27083,12990,4284.0,8400,306,2666.0,4986.0,4413.0,3290.0,17.4,32.5,28.7,21.4,1521.0,5443.0,4955.0,4200.0,9.436069235,33.76760345,30.74012035,26.05620696,1162.0,4554.0,6021.0,4454.0,7.176826632,28.12673708,37.18732629,27.50911,7.0,8.0,0.0,3.7,2.5,66692.0,85.8,7979.0,4634.0,12893.0,48.08,44.12,31.31,49.69,53.23,59.4,32.979214780600465,35.9419840223377,-2.9627692417372344,27083,27083,-1
1376,1376,MN,McLeod County,27085,21199,6374.0,14394,431,3439.0,8390.0,7205.0,3461.0,15.3,37.3,32.0,15.4,2204.0,8966.0,9024.0,4420.0,8.954253677,36.42642399,36.66206224,17.9572601,1658.0,8779.0,10275.0,4831.0,6.491015151,34.36949458,40.22628509,18.91320518,6.0,3.0,0.0,3.6,2.9,67835.0,87.3,13986.0,6413.0,20933.0,39.44,37.56,26.47,57.77,59.66,64.63,30.06745601207604,30.63583815028902,-0.5683821382129786,27085,27085,-1
1377,1377,MN,Mahnomen County,27087,2183,975.0,1165,43,822.0,1121.0,940.0,409.0,25.0,34.1,28.6,12.4,523.0,1281.0,1132.0,471.0,15.35074846,37.59906076,33.22571177,13.82447901,423.0,1141.0,1231.0,444.0,13.05958629,35.22692189,38.00555727,13.70793455,8.0,7.0,0.0,5.6,4.9,52486.0,67.5,1142.0,1112.0,2304.0,61.29,58.48,44.54,35.98,39.92,47.46,44.66330737517178,48.263888888888886,-3.6005815137171027,27087,27087,-1
1378,1378,MN,Marshall County,27089,5031,1177.0,3774,80,1445.0,2557.0,2085.0,827.0,20.9,37.0,30.2,12.0,878.0,2503.0,2173.0,1140.0,13.11622348,37.39169405,32.46190618,17.03017628,467.0,2466.0,2210.0,1168.0,7.399778165,39.0746316,35.01822215,18.50736809,8.0,7.0,0.0,6.9,4.0,66165.0,85.1,3721.0,1295.0,5113.0,48.77,42.53,25.43,48.22,54.68,66.6,23.394951301928046,25.327596323097985,-1.9326450211699395,27089,27089,-1
1379,1379,MN,Martin County,27091,10796,3171.0,7442,183,2428.0,5661.0,4443.0,2403.0,16.3,37.9,29.7,16.1,1719.0,5598.0,4732.0,2714.0,11.6439748,37.91912213,32.05310574,18.38379733,849.0,4839.0,5255.0,3283.0,5.967946014,34.01518347,36.93940672,23.0774638,7.0,11.0,0.0,3.9,2.7,57521.0,74.0,7480.0,3305.0,11009.0,41.04,36.96,25.95,56.29,60.69,67.06,29.37198962578733,30.020891997456626,-0.6489023716692977,27091,27091,-1
1380,1380,MN,Meeker County,27093,13694,3802.0,9645,247,2742.0,5682.0,4358.0,2059.0,18.5,38.3,29.4,13.9,1544.0,6201.0,5424.0,2627.0,9.774626488,39.25677387,34.33780704,16.63079261,942.0,5639.0,6154.0,3190.0,5.91522763,35.40973312,38.64364207,20.03139717,6.0,4.0,0.0,4.8,2.9,66785.0,85.9,9359.0,3867.0,13529.0,42.89,40.68,25.98,53.7,56.6,65.98,27.763984226668615,28.583043831768794,-0.8190596051001791,27093,27093,-1
1381,1381,MN,Mille Lacs County,27095,15190,4374.0,10570,246,2731.0,5903.0,4205.0,1783.0,18.7,40.4,28.8,12.2,2076.0,6636.0,6253.0,2552.0,11.85134441,37.88319918,35.69675173,14.56870469,1725.0,6736.0,6913.0,3073.0,9.351114002,36.51542256,37.47492817,16.65853526,1.0,1.0,1.0,5.4,4.5,66546.0,85.6,9952.0,4404.0,14689.0,44.83,44.53,28.5,52.05,53.1,64.07,28.79526003949967,29.981618898495473,-1.1863588589958027,27095,27095,-1
1382,1382,MN,Morrison County,27097,20313,4306.0,15666,341,4130.0,7878.0,5766.0,2573.0,20.3,38.7,28.3,12.6,2697.0,8944.0,7404.0,3567.0,11.92729524,39.554219,32.74367592,15.77480984,1802.0,9255.0,8498.0,4139.0,7.60530092,39.06052165,35.86561999,17.46855744,6.0,4.0,0.0,5.3,4.4,63671.0,81.9,14821.0,4367.0,19558.0,39.1,36.81,20.65,58.14,60.78,73.38,21.198247427755625,22.32845894263217,-1.130211514876546,27097,27097,-1
1383,1383,MN,Mower County,27099,18969,8312.0,10297,360,4555.0,9080.0,8317.0,3797.0,17.7,35.3,32.3,14.7,3342.0,8703.0,9614.0,4177.0,12.93543892,33.68555504,37.21164267,16.16736337,2410.0,9090.0,8778.0,6399.0,9.033999325,34.07429621,32.90474941,23.98695505,4.0,5.0,0.0,3.4,2.5,60831.0,78.3,10025.0,8899.0,19345.0,60.48,60.03,41.98,36.87,37.42,49.81,43.81886235436765,46.001550788317395,-2.1826884339497425,27099,27099,-1
1384,1384,MN,Murray County,27101,4769,1329.0,3346,94,1324.0,2386.0,1861.0,749.0,20.9,37.8,29.4,11.9,659.0,2500.0,2105.0,1026.0,10.47694754,39.74562798,33.46581876,16.31160572,510.0,2082.0,1968.0,1255.0,8.770421324,35.80395529,33.84350817,21.58211522,9.0,10.0,0.0,3.7,3.3,72302.0,93.0,3363.0,1449.0,4896.0,48.72,45.31,27.74,48.2,52.53,63.71,27.867477458586706,29.595588235294116,-1.7281107767074104,27101,27101,-1
1385,1385,MN,Nicollet County,27103,19417,9441.0,9540,436,1725.0,4849.0,5797.0,5125.0,9.9,27.7,33.1,29.3,1325.0,5486.0,6760.0,6713.0,6.532242161,27.04594754,33.32676001,33.09505029,1096.0,5514.0,7923.0,7793.0,4.909074622,24.69766192,35.4877721,34.90549136,3.0,2.0,1.0,3.0,2.0,73386.0,94.4,9018.0,9622.0,19125.0,54.19,52.58,43.58,43.67,44.75,46.62,48.62234124736056,50.31111111111111,-1.6887698637505508,27103,27103,-1
1386,1386,MN,Nobles County,27105,8275,2599.0,5541,135,3306.0,4684.0,3821.0,1843.0,24.2,34.3,28.0,13.5,2910.0,4636.0,4307.0,1989.0,21.02297356,33.4922699,31.11544574,14.36931079,2885.0,4361.0,4356.0,2384.0,20.62777063,31.18118118,31.14543115,17.04561705,7.0,8.0,0.0,3.4,2.3,58596.0,75.4,5600.0,2933.0,8715.0,48.16,44.52,31.66,49.56,53.77,61.39,31.40785498489426,33.65461847389558,-2.246763489001321,27105,27105,-1
1387,1387,MN,Norman County,27107,3294,1233.0,1963,98,1019.0,1781.0,1636.0,669.0,20.0,34.9,32.0,13.1,587.0,1889.0,1638.0,674.0,12.25981621,39.45279866,34.21052632,14.07685881,320.0,1489.0,1678.0,976.0,7.170064979,33.3632086,37.59802823,21.86869819,8.0,7.0,0.0,4.2,3.6,60560.0,77.9,1953.0,1404.0,3441.0,62.0,53.94,38.76,35.06,43.16,52.1,37.431693989071036,40.80209241499564,-3.3703984259246056,27107,27107,-1
1388,1388,MN,Olmsted County,27109,90924,49121.0,39467,2336,7139.0,19250.0,26023.0,27865.0,8.9,24.0,32.4,34.7,5793.0,21064.0,30898.0,39219.0,5.973766164,21.72128612,31.86214862,40.4427991,5565.0,21574.0,30331.0,52339.0,5.06789061,19.64684133,27.6215975,47.66367056,3.0,2.0,1.0,2.8,2.2,83656.0,107.6,39692.0,49491.0,91385.0,50.62,50.23,45.26,47.34,47.03,44.51,54.02424002463596,54.156590250041035,-0.13235022540507657,27109,27109,-1
1389,1389,MN,Otter Tail County,27111,36736,11752.0,24276,708,7197.0,12849.0,12031.0,6662.0,18.6,33.2,31.1,17.2,4058.0,13550.0,14343.0,9073.0,9.891770671,33.02944618,34.962461,22.11632215,2923.0,11618.0,16942.0,11386.0,6.818446896,27.10116868,39.52039936,26.55998507,6.0,5.0,0.0,4.4,3.0,63741.0,82.0,23800.0,11958.0,36399.0,42.39,38.41,28.74,55.3,59.55,64.43,31.9904181184669,32.85255089425534,-0.8621327757884387,27111,27111,-1
1390,1390,MN,Pennington County,27113,7381,2439.0,4756,186,1656.0,2746.0,3130.0,1316.0,18.7,31.0,35.4,14.9,1059.0,3073.0,3752.0,1505.0,11.27915646,32.72979018,39.96165726,16.0293961,456.0,2926.0,4408.0,1906.0,4.702970297,30.17739274,45.4620462,19.65759076,6.0,6.0,0.0,5.0,3.3,64778.0,83.4,4532.0,2568.0,7277.0,49.75,46.4,31.97,47.61,50.71,59.57,33.04430293998103,35.289267555311255,-2.2449646153302254,27113,27113,-1
1391,1391,MN,Pine County,27115,16911,5339.0,11274,298,3716.0,7252.0,4922.0,1824.0,21.0,40.9,27.8,10.3,2682.0,8823.0,6729.0,2824.0,12.73625226,41.89856587,31.95460158,13.4105803,1893.0,8776.0,7487.0,3304.0,8.821062442,40.89468779,34.88816403,15.39608574,6.0,4.0,0.0,6.2,4.4,62206.0,80.0,10256.0,5419.0,16001.0,49.25,48.34,33.16,47.71,49.02,59.31,31.57116669623322,33.86663333541654,-2.295466639183317,27115,27115,-1
1392,1392,MN,Pipestone County,27117,4837,1215.0,3537,85,1496.0,2404.0,1843.0,928.0,22.4,36.0,27.6,13.9,961.0,2343.0,2144.0,1076.0,14.73022685,35.91354997,32.86327406,16.49294911,457.0,2291.0,2215.0,1281.0,7.319026265,36.69122357,35.47405509,20.51569507,6.0,6.0,0.0,3.4,2.5,58379.0,75.1,3553.0,1306.0,4940.0,42.14,37.13,23.44,55.24,60.83,69.43,25.118875335952037,26.437246963562753,-1.3183716276107162,27117,27117,-1
1393,1393,MN,Polk County,27119,15419,4967.0,10162,290,3644.0,6409.0,6602.0,3548.0,18.0,31.7,32.7,17.6,2359.0,6366.0,7336.0,4758.0,11.33099573,30.57783755,35.23704309,22.85412364,1379.0,6134.0,7874.0,5595.0,6.572300067,29.23458202,37.52740444,26.66571347,3.0,2.0,1.0,4.8,3.0,61629.0,79.3,9865.0,5439.0,15594.0,51.19,46.1,31.85,46.62,51.83,60.69,32.21350282119463,34.87879953828396,-2.6652967170893263,27119,27119,-1
1394,1394,MN,Pope County,27121,7218,2398.0,4677,143,1404.0,2583.0,2597.0,1135.0,18.2,33.5,33.6,14.7,693.0,2958.0,2780.0,1520.0,8.715884794,37.20286756,34.96415545,19.11709219,392.0,2517.0,3472.0,1841.0,4.767696424,30.61298954,42.22816833,22.39114571,8.0,6.0,0.0,3.6,2.4,70662.0,90.9,4417.0,2477.0,7022.0,50.75,47.73,33.33,46.96,50.3,60.03,33.222499307287336,35.27485046995158,-2.0523511626642446,27121,27121,-1
1395,1395,MN,Ramsey County,27123,278025,195168.0,75284,7573,40014.0,81763.0,90465.0,110972.0,12.4,25.3,28.0,34.3,33571.0,76492.0,91327.0,129607.0,10.142388,23.10957501,27.59148874,39.15654825,32406.0,74546.0,96432.0,164560.0,8.807318505,20.26014828,26.20833605,44.72419716,1.0,1.0,1.0,3.5,2.7,70485.0,90.7,77376.0,211620.0,295977.0,65.96,66.33,65.07,32.06,31.13,25.95,70.19800377663879,71.49879889315724,-1.300795116518458,27123,27123,-1
1396,1396,MN,Red Lake County,27125,2116,642.0,1425,49,610.0,1101.0,859.0,309.0,21.2,38.2,29.8,10.7,344.0,1115.0,965.0,407.0,12.15118333,39.38537619,34.08689509,14.37654539,136.0,997.0,1127.0,474.0,4.974396489,36.46671544,41.22165326,17.33723482,8.0,7.0,0.0,7.1,3.8,57208.0,73.6,1454.0,691.0,2196.0,51.12,46.99,28.71,44.87,49.52,60.66,30.340264650283554,31.46630236794171,-1.126037717658157,27125,27125,-1
1397,1397,MN,Redwood County,27127,8326,2300.0,5895,131,2235.0,4168.0,3352.0,1514.0,19.8,37.0,29.7,13.4,1341.0,4287.0,3580.0,1728.0,12.26225311,39.20080468,32.73591807,15.80102414,725.0,3749.0,3820.0,2074.0,6.992669753,36.15933642,36.8441358,20.00385802,7.0,9.0,0.0,4.0,2.6,61480.0,79.1,5771.0,2355.0,8284.0,41.63,38.61,24.79,55.19,58.66,67.49,27.624309392265193,28.42829550941574,-0.8039861171505471,27127,27127,-1
1398,1398,MN,Renville County,27129,8058,2280.0,5610,168,2195.0,4347.0,3472.0,1450.0,19.1,37.9,30.3,12.6,1270.0,4363.0,3679.0,1671.0,11.56332514,39.72502959,33.49722298,15.21442229,886.0,3588.0,3950.0,1844.0,8.628749513,34.94351383,38.46903,17.95870666,8.0,4.0,0.0,5.0,3.6,63768.0,82.1,5467.0,2496.0,8128.0,47.99,44.02,27.83,48.63,53.81,64.29,28.294862248696948,30.708661417322833,-2.4137991686258857,27129,27129,-1
1399,1399,MN,Rice County,27131,36412,17353.0,18264,795,4936.0,11016.0,9973.0,7475.0,14.8,33.0,29.9,22.4,3915.0,12765.0,11867.0,11066.0,9.883119178,32.22426981,29.95733724,27.93527377,3240.0,13897.0,13001.0,12887.0,7.53050552,32.29982568,30.21731551,29.95235328,4.0,3.0,0.0,3.6,2.6,71490.0,92.0,17464.0,17402.0,35686.0,54.66,52.85,44.5,43.16,44.58,47.56,47.6573657036142,48.764221263240486,-1.1068555596262897,27131,27131,-1
1400,1400,MN,Rock County,27133,5373,1585.0,3690,98,1199.0,2314.0,1976.0,996.0,18.5,35.7,30.5,15.4,639.0,2589.0,2135.0,1200.0,9.736401036,39.44842298,32.53085479,18.28432119,391.0,2167.0,2151.0,1779.0,6.026510481,33.4001233,33.15351418,27.41985203,6.0,6.0,0.0,2.6,1.7,67389.0,86.7,3583.0,1556.0,5240.0,41.79,40.16,28.37,55.78,57.99,63.88,29.49934859482598,29.69465648854962,-0.195307893723637,27133,27133,-1
1401,1401,MN,Roseau County,27135,8499,2093.0,6279,127,1819.0,3911.0,3095.0,1541.0,17.5,37.7,29.9,14.9,1041.0,4289.0,3417.0,1791.0,9.878534826,40.70032264,32.42550769,16.99563485,742.0,3932.0,3733.0,2098.0,7.063303189,37.42979534,35.53545931,19.97144217,7.0,11.0,0.0,3.5,2.6,69341.0,89.2,6065.0,2188.0,8421.0,40.22,37.7,23.78,57.64,59.97,69.85,24.62642663842805,25.98266239163995,-1.356235753211898,27135,27135,-1
1402,1402,MN,St. Louis County,27137,119009,66335.0,50065,2609,16940.0,42280.0,44541.0,29040.0,12.8,31.8,33.5,21.9,9727.0,40539.0,50024.0,34987.0,7.190431485,29.96740022,36.97893951,25.86322878,7022.0,34947.0,52003.0,43556.0,5.10586935,25.41082543,37.8126636,31.67064161,2.0,2.0,1.0,5.7,3.3,64321.0,82.8,49017.0,67704.0,119531.0,65.1,63.48,51.39,32.61,33.85,39.7,55.73948188792444,56.64137336757828,-0.9018914796538411,27137,27137,-1
1403,1403,MN,Scott County,27139,90141,40214.0,47837,2090,4977.0,15800.0,18453.0,16334.0,9.0,28.4,33.2,29.4,4579.0,20220.0,26926.0,30996.0,5.535474668,24.44361166,32.55038019,37.47053348,5019.0,19960.0,31294.0,42238.0,5.094862503,20.26169666,31.76701079,42.87643004,1.0,1.0,1.0,3.3,2.3,108730.0,139.9,45872.0,40040.0,87965.0,43.51,41.47,37.99,54.7,56.28,53.24,44.61232957255855,45.51810379128062,-0.9057742187220725,27139,27139,-1
1404,1404,MN,Sherburne County,27141,57960,18329.0,38491,1140,3869.0,12464.0,14574.0,7442.0,10.1,32.5,38.0,19.4,3928.0,15182.0,22815.0,13499.0,7.087182448,27.39246536,41.16447748,24.35587471,3593.0,18231.0,24864.0,17502.0,5.597445085,28.40162019,38.73500545,27.26592927,1.0,1.0,1.0,3.8,2.9,92205.0,118.6,36222.0,18065.0,55612.0,39.91,37.84,27.53,58.1,59.88,64.31,31.623533471359558,32.483996259800044,-0.8604627884404863,27141,27141,-1
1405,1405,MN,Sibley County,27143,8537,2351.0,6014,172,2075.0,3998.0,2742.0,1155.0,20.8,40.1,27.5,11.6,1259.0,4253.0,3361.0,1472.0,12.1701305,41.11164814,32.48912518,14.22909618,713.0,3910.0,3928.0,1858.0,6.849841483,37.56364684,37.73657412,17.84993755,1.0,1.0,1.0,3.9,3.2,73913.0,95.1,5864.0,2417.0,8452.0,38.79,37.31,25.14,58.12,60.05,66.8,27.53894810823474,28.59678182678656,-1.0578337185518194,27143,27143,-1
1406,1406,MN,Stearns County,27145,86632,30829.0,53932,1871,10666.0,25874.0,23943.0,17036.0,13.8,33.4,30.9,22.0,8490.0,28611.0,32489.0,22214.0,9.247963052,31.1653087,35.38952551,24.19720274,7143.0,26819.0,36118.0,27859.0,7.293315227,27.38337128,36.87805675,28.44525674,3.0,2.0,1.0,3.8,2.7,67213.0,86.5,50959.0,31879.0,84835.0,45.32,42.75,32.13,52.31,54.81,59.83,35.58615753993905,37.57765073377733,-1.9914931938382807,27145,27145,-1
1407,1407,MN,Steele County,27147,20872,7650.0,12742,480,2892.0,7743.0,6575.0,4340.0,13.4,35.9,30.5,20.1,1987.0,8406.0,7858.0,6015.0,8.18841177,34.64106157,32.38275777,24.78776889,1853.0,7647.0,8563.0,7148.0,7.349966285,30.33199794,33.96533259,28.35270319,5.0,8.0,0.0,3.8,2.8,70093.0,90.2,12656.0,7917.0,21128.0,45.87,45.52,32.54,51.22,51.78,58.39,36.65197393637409,37.47160166603559,-0.819627729661498,27147,27147,-1
1408,1408,MN,Stevens County,27149,5139,1827.0,3213,99,903.0,1973.0,1719.0,1195.0,15.6,34.1,29.7,20.6,512.0,1856.0,1938.0,1559.0,8.729752771,31.64535379,33.04347826,26.58141517,370.0,1777.0,1982.0,1655.0,6.396957123,30.72268326,34.26694329,28.61341632,7.0,11.0,0.0,3.4,2.2,64585.0,83.1,3044.0,1922.0,5085.0,49.36,48.51,39.2,48.1,48.94,51.85,35.551663747810856,37.79744346116028,-2.245779713349421,27149,27149,-1
1409,1409,MN,Swift County,27151,5054,1618.0,3340,96,1635.0,2929.0,2603.0,1169.0,19.6,35.1,31.2,14.0,849.0,2810.0,2203.0,1106.0,12.18427095,40.3272101,31.61595867,15.87256028,470.0,2206.0,2589.0,1562.0,6.884429471,32.31287535,37.92295298,22.8797422,7.0,9.0,0.0,4.5,3.0,59516.0,76.6,3316.0,1784.0,5193.0,55.43,53.74,33.76,41.65,43.91,59.33,32.014246141669965,34.353937993452725,-2.33969185178276,27151,27151,-1
1410,1410,MN,Todd County,27153,13718,3072.0,10392,254,3269.0,6500.0,4421.0,1568.0,20.7,41.2,28.1,10.0,2299.0,6278.0,5970.0,2160.0,13.76069911,37.57706351,35.73352487,12.92871252,1926.0,7134.0,5888.0,2604.0,10.97310848,40.64494075,33.54603464,14.83591613,6.0,6.0,0.0,4.5,3.2,58012.0,74.6,9753.0,3286.0,13257.0,43.05,40.83,23.21,54.15,56.93,70.75,22.393934975944013,24.786905031304215,-2.392970055360202,27153,27153,-1
1411,1411,MN,Traverse County,27155,1802,597.0,1165,40,506.0,1129.0,910.0,305.0,17.8,39.6,31.9,10.7,268.0,982.0,940.0,417.0,10.28001534,37.66781741,36.05677023,15.99539701,144.0,861.0,957.0,379.0,6.151217428,36.77915421,40.87996583,16.18966254,9.0,12.0,0.0,4.6,2.5,60270.0,77.6,1172.0,661.0,1864.0,51.25,51.06,35.04,45.85,46.62,58.34,33.12985571587125,35.46137339055794,-2.331517674686687,27155,27155,-1
1412,1412,MN,Wabasha County,27157,13509,4721.0,8523,265,2038.0,5317.0,4429.0,2405.0,14.4,37.5,31.2,16.9,1173.0,5909.0,5090.0,2880.0,7.792984321,39.25724156,33.81610417,19.13366994,848.0,5032.0,5458.0,4130.0,5.48228601,32.5316783,35.28575123,26.70028446,3.0,2.0,1.0,3.3,2.6,68843.0,88.6,8153.0,4696.0,13123.0,47.47,46.03,32.67,49.9,51.42,59.07,34.9470723221556,35.78450049531357,-0.8374281731579742,27157,27157,-1
1413,1413,MN,Wadena County,27159,8047,1898.0,6028,121,1852.0,3340.0,2643.0,1212.0,20.5,36.9,29.2,13.4,1063.0,3508.0,3626.0,1271.0,11.22729193,37.05111956,38.2974229,13.42416561,705.0,3311.0,3635.0,1721.0,7.52240717,35.3286385,38.78574477,18.36320956,7.0,9.0,0.0,5.9,4.1,55215.0,71.1,5520.0,2023.0,7677.0,40.2,36.7,24.29,57.58,61.01,69.76,23.58642972536349,26.351439364335025,-2.7650096389715344,27159,27159,-1
1414,1414,MN,Waseca County,27161,10387,3402.0,6770,215,1948.0,4938.0,3856.0,2076.0,15.2,38.5,30.1,16.2,985.0,5017.0,4736.0,2500.0,7.440701012,37.89847409,35.77579695,18.88502795,926.0,4594.0,4693.0,2875.0,7.075183374,35.10085575,35.85727384,21.96668704,6.0,4.0,0.0,3.7,3.5,69110.0,88.9,6624.0,3496.0,10389.0,44.51,44.83,29.4,52.7,52.49,61.81,32.75247906036392,33.65097699489845,-0.8984979345345323,27161,27161,-1
1415,1415,MN,Washington County,27163,169536,90324.0,75271,3941,7666.0,33378.0,43743.0,43428.0,6.0,26.0,34.1,33.9,6552.0,36792.0,51267.0,63283.0,4.149619365,23.30170874,32.46925152,40.07942037,6927.0,34642.0,53340.0,87226.0,3.803222884,19.01995772,29.2859692,47.89085019,1.0,1.0,1.0,3.0,2.3,105251.0,135.4,73764.0,89165.0,166786.0,51.27,49.39,46.51,46.94,48.64,44.67,53.27718006795017,53.46072212295996,-0.18354205500978793,27163,27163,-1
1416,1416,MN,Watonwan County,27165,4933,1723.0,3087,123,1867.0,3017.0,1803.0,1058.0,24.1,39.0,23.3,13.7,1155.0,3019.0,2278.0,1166.0,15.1614597,39.6298241,29.90286164,15.30585456,921.0,2624.0,2644.0,1376.0,12.17448777,34.6860542,34.95042961,18.18902842,6.0,6.0,0.0,3.5,2.5,65099.0,83.8,3103.0,1987.0,5201.0,48.73,48.48,36.29,48.04,48.93,55.38,34.92803567808636,38.2041915016343,-3.2761558235479384,27165,27165,-1
1417,1417,MN,Wilkin County,27167,3353,986.0,2290,77,725.0,1517.0,1775.0,656.0,15.5,32.5,38.0,14.0,453.0,1368.0,1976.0,753.0,9.956043956,30.06593407,43.42857143,16.54945055,301.0,1391.0,1730.0,1093.0,6.666666667,30.80841639,38.31672204,24.20819491,6.0,5.0,0.0,3.9,2.2,65514.0,84.3,2328.0,1026.0,3430.0,45.4,39.04,27.04,52.31,58.47,64.48,29.406501640322098,29.91253644314869,-0.5060348028265906,27167,27167,-1
1418,1418,MN,Winona County,27169,27797,12929.0,14288,580,4667.0,8802.0,8921.0,6775.0,16.0,30.2,30.6,23.2,3065.0,9506.0,9923.0,7982.0,10.05709411,31.19175745,32.56004725,26.19110119,2125.0,8219.0,10813.0,9863.0,6.850419084,26.49580916,34.85815603,31.79561573,4.0,5.0,0.0,3.7,2.2,63878.0,82.2,13227.0,13333.0,27173.0,58.38,55.01,43.59,39.29,42.16,46.49,46.51221354822463,49.06708865417878,-2.554875105954153,27169,27169,-1
1419,1419,MN,Wright County,27171,90041,30883.0,57211,1947,6582.0,20327.0,18461.0,9864.0,11.9,36.8,33.4,17.9,5084.0,25235.0,28024.0,20836.0,6.420894429,31.87082433,35.39322295,26.31505829,4707.0,26100.0,31290.0,30704.0,5.072143619,28.12469693,33.71730908,33.08585037,1.0,1.0,1.0,3.8,2.6,99744.0,128.4,51973.0,28430.0,82426.0,40.17,37.96,29.21,57.61,59.67,62.16,34.29881942670561,34.49154393031325,-0.1927245036076357,27171,27171,-1
